country,isocode,year,rgdpo,pop,emp,hc,cn,ctfp,output_per_worker,capital_per_worker,log_output_per_worker,log_capital_per_worker
France,FRA,2001,2185648.25,61.269223,25.97429084777832,2.907761812210083,6877291.5,1.211199402809143,84146.59952831578,264773.02269017446,11.340315789156778,12.486628219796815
France,FRA,2002,2197271.75,61.712083,26.102304458618164,2.923917293548584,6834510.5,1.2286947965621948,84179.22461533964,261835.52148950048,11.340703431250299,12.475471805032074
France,FRA,2003,2144133.75,62.182111,26.12419891357422,2.940162420272827,6823245.5,1.1663955450057983,82074.62196614577,261184.8701111604,11.315384136402997,12.472983750170583
France,FRA,2004,2188098.25,62.649663999999994,26.165403366088867,2.95649790763855,7761343.0,1.0918102264404297,83625.62653384659,296626.15520993376,11.33410528958598,12.600227888243532
France,FRA,2005,2372596.75,63.092887999999995,26.334571838378906,2.972923994064331,8548550.0,1.1081444025039673,90094.37345559105,324613.2138568397,11.408612993872802,12.690389641357426
France,FRA,2006,2432615.5,63.503046999999995,26.609586715698242,2.989441156387329,9794697.0,1.0764082670211792,91418.76294399139,368089.03139490134,11.423206020225503,12.816080121028284
France,FRA,2007,2546277.75,63.884679,26.99143409729004,3.0060503482818604,10812035.0,1.0601149797439575,94336.51212536529,400572.8247349976,11.454623584831554,12.900650863504968
France,FRA,2008,2568574.25,64.245428,27.131742477416992,3.022751808166504,11633671.0,1.025261640548706,94670.44927681824,428784.51355209656,11.458157184826456,12.968709772303182
France,FRA,2009,2487517.5,64.598474,26.832876205444336,3.039546251296997,12120916.0,1.0046900510787964,92704.0948184037,451718.8506814149,11.437167923376672,13.020815253518013
France,FRA,2010,2591608.5,64.952503,26.876161575317383,3.05643367767334,13083475.0,0.9738234281539917,96427.77644185953,486805.9363066058,11.476549576458726,13.09562083457047
France,FRA,2011,2665867.25,65.310392,27.0983829498291,3.075263261795044,13734435.0,0.9617089033126831,98377.3553918579,506835.96233134705,11.496565928425278,13.135942684523577
France,FRA,2012,2701083.0,65.665818,27.208675384521484,3.0942089557647705,13871869.0,0.9644427299499512,99272.85918286917,509832.57376400806,11.5056274912529,13.141837664065383
France,FRA,2013,2675257.0,66.007876,27.215930938720703,3.113271474838257,14650625.0,0.9435348510742188,98297.4643058729,538310.6325845439,11.495753510338387,13.196191056508063
France,FRA,2014,2680612.5,66.32139,27.31221580505371,3.132451295852661,15092760.0,0.9311797022819519,98147.01667317645,552601.0817916617,11.494221803656064,13.222391649109172
France,FRA,2015,2730343.75,66.59631499999999,27.38507652282715,3.1517491340637207,15219803.0,0.9407541155815125,99701.88499287523,555769.9642472555,11.5099398624199,13.22810975425321
France,FRA,2016,2765765.25,66.828164,27.584110260009766,3.171165943145752,15654266.0,0.934198260307312,100266.61088321146,567510.2750257951,11.515588026038607,13.249014133946114
France,FRA,2017,2869816.5,67.02241099999999,27.881641387939453,3.190702438354492,16207717.0,0.9428341388702393,102928.53494778016,581304.263062893,11.541790190938109,13.273029587333449
France,FRA,2018,2902140.75,67.19102699999999,28.182064056396484,3.2103593349456787,16414001.0,0.9262481927871704,102978.28946071467,582427.2121145262,11.54227346305933,13.274959498870821
France,FRA,2019,2946958.25,67.351247,28.532564163208008,3.230137348175049,16697563.0,0.9086601734161377,103284.03129642394,585210.7404188744,11.545238057450712,13.279727301375395
Germany,DEU,1990,2221450.25,79.053984,39.5477294921875,3.4302666187286377,9037278.0,0.844700276851654,56171.372630604215,228515.72305270468,10.936162522304704,12.33936029680777
Germany,DEU,1991,2344616.25,79.49083499999999,38.64250183105469,3.4436352252960205,9599782.0,0.9029870629310608,60674.54587310832,248425.47829771272,11.013279545986789,12.42289819341808
Germany,DEU,1992,2428830.0,79.96315899999999,38.07052230834961,3.4570555686950684,10178882.0,0.8859407305717468,63798.17908269964,267369.11875169026,11.063479927902062,12.496385449889173
Germany,DEU,1993,2454800.0,80.428556,37.5483283996582,3.4705281257629395,10686260.0,0.8934074640274048,65377.07814503789,284600.1528019361,11.087926988931407,12.558840501538434
Germany,DEU,1994,2551067.0,80.832937,37.62234115600586,3.484053373336792,11144825.0,0.9063427448272705,67807.23691334555,296228.9070152906,11.124424207367161,12.598887768948256
Germany,DEU,1995,2642739.75,81.13865899999999,37.81583023071289,3.497631549835205,11489487.0,0.9259399175643921,69884.48313515131,303827.44289635035,11.15459891695764,12.624215197178495
Germany,DEU,1996,2678939.75,81.323664,37.80739974975586,3.5112621784210205,11756135.0,0.9220811128616333,70857.55084273679,310947.99107616267,11.16842681449638,12.647380945910307
Germany,DEU,1997,2767329.5,81.39925099999999,37.77033233642578,3.5249462127685547,11598417.0,0.9533687233924866,73267.27960323458,307077.4410108768,11.201869398079783,12.634855245609199
Germany,DEU,1998,2862586.0,81.402673,38.21792984008789,3.5386836528778076,11466787.0,0.9745524525642395,74901.64987945922,300036.84260187624,11.223931197025843,12.611660554770891
Germany,DEU,1999,2978213.0,81.389927,38.807254791259766,3.5524744987487793,11298718.0,0.9966232776641846,76743.71753476255,291149.63325220096,11.248226805874447,12.581592617612063
Germany,DEU,2000,3035471.75,81.400882,39.60311508178711,3.566318988800049,11159206.0,1.0112342834472656,76647.2976615915,281775.96577830706,11.246969628121931,12.548867586584867
Germany,DEU,2001,3076616.0,81.453885,39.451438903808594,3.5749263763427734,10977366.0,1.0343120098114014,77984.88687577343,278250.0792116928,11.264270328895318,12.536275553815893
Germany,DEU,2002,3065723.0,81.535122,39.233551025390625,3.58355450630188,10721438.0,1.0397334098815918,78140.33957864196,273272.1795450391,11.266261714371847,12.518223572168473
Germany,DEU,2003,3140563.5,81.61438,38.8254508972168,3.592203378677368,10983600.0,1.0299420356750488,80889.29883426367,282896.90772882587,11.300836817835767,12.552837826614246
Germany,DEU,2004,3231047.25,81.646474,38.97291564941406,3.6008732318878174,11230304.0,1.0216546058654785,82904.94042235141,288156.6291068306,11.325449934309697,12.571259462350074
Germany,DEU,2005,3391866.5,81.602741,38.923667907714844,3.6095640659332275,11485836.0,1.0367770195007324,87141.49211327838,295086.167810086,11.37528842269764,12.595022686942208
Germany,DEU,2006,3470312.0,81.47222599999999,39.186344146728516,3.6182756423950195,12392154.0,1.0189151763916016,88559.21815533077,316236.5428527622,11.391426738925874,12.664245765874265
Germany,DEU,2007,3665398.5,81.27783,39.81446075439453,3.6270084381103516,13264774.0,1.029703140258789,92061.9903057567,333164.72830881923,11.430217436795978,12.716392326255024
Germany,DEU,2008,3750630.75,81.065752,40.3453254699707,3.6357622146606445,14136853.0,1.0109838247299194,92963.20469125028,350396.3057757993,11.439959045364702,12.766820095111513
Germany,DEU,2009,3498118.0,80.89996099999999,40.42920684814453,3.6445372104644775,14736058.0,0.9668653607368469,86524.52701185117,364490.40554641257,11.36818320199743,12.806255507852349
Germany,DEU,2010,3672402.0,80.827002,40.63188171386719,3.6533331871032715,15333157.0,0.9501263499259949,90382.27729302165,377367.6323429287,11.41180347951685,12.840975143381467
Germany,DEU,2011,3861188.25,80.855632,41.224578857421875,3.655776262283325,15976713.0,0.9631972312927246,93662.28490421195,387553.09193713276,11.447450878171457,12.867608129840992
Germany,DEU,2012,3830993.25,80.972628,41.677947998046875,3.6582205295562744,16828486.0,0.9394164681434631,91918.9507645513,403774.34130846895,11.42866249779856,12.908611439772262
Germany,DEU,2013,3839727.75,81.17436699999999,41.996150970458984,3.6606667041778564,17598588.0,0.9309695363044739,91430.46829936745,419052.4034542888,11.423334053089656,12.945751258993933
Germany,DEU,2014,3973957.75,81.450378,42.331260681152344,3.663114547729492,18351772.0,0.9323268532752991,93877.6139915288,433527.6508353785,11.4497472341278,12.97971085825593
Germany,DEU,2015,3931076.75,81.78741099999999,42.535579681396484,3.6655640602111816,18590536.0,0.930548906326294,92418.55358372629,437058.484667386,11.43408303383356,12.987822297313814
Germany,DEU,2016,4048522.75,82.19376799999999,42.92736053466797,3.6680150032043457,18847752.0,0.9511167407035828,94311.01049714969,439061.5161344157,11.454353222114712,12.992394810109143
Germany,DEU,2017,4236518.5,82.65840899999999,43.59321975708008,3.6704676151275635,19098608.0,0.9643374085426331,97182.96844343407,438109.59838308685,11.484350753320031,12.990224382676544
Germany,DEU,2018,4263030.5,83.12441799999999,44.3060302734375,3.672922134399414,19315682.0,0.9437330961227417,96217.83928035156,435960.56520505296,11.474370058966713,12.985307071463213
Germany,DEU,2019,4275312.0,83.517045,44.795196533203125,3.67537784576416,19606062.0,0.9274857044219971,95441.30466825947,437682.24089535093,11.466266726714611,12.989248448664627
Japan,JPN,1990,3658643.5,124.50524,65.10401916503906,3.177961826324463,14091262.0,0.7433815002441406,56196.89148108226,216442.27469702862,10.936616722627518,12.285079161297771
Japan,JPN,1991,3886576.0,124.929772,66.39091491699219,3.194382429122925,15636018.0,0.7544173002243042,58540.78084116392,235514.42271204633,10.977478898748718,12.369527433501963
Japan,JPN,1992,4028564.75,125.33129699999999,67.11811065673828,3.2108876705169678,17246230.0,0.7323319315910339,60022.022529854316,256953.44864819397,11.00246681602498,12.456650213806059
Japan,JPN,1993,4149531.25,125.707411,67.35606384277344,3.227478265762329,18815982.0,0.7351606488227844,61605.90469903474,279350.97341675713,11.028513000431577,12.54022423945884
Japan,JPN,1994,4282784.5,126.053129,67.43040466308594,3.244154930114746,20316632.0,0.7331609725952148,63514.14501216193,301297.7914267527,11.059017916171365,12.615854394944673
Japan,JPN,1995,4521830.0,126.365484,67.65757751464844,3.2609176635742188,21685722.0,0.7437896132469177,66834.0512047004,320521.7035047531,11.109967978220427,12.67770527069366
Japan,JPN,1996,4756702.5,126.644094,67.7258529663086,3.277766704559326,22711292.0,0.7465106248855591,70234.66359835002,335341.54248744756,11.15959725159525,12.722904821252937
Japan,JPN,1997,4777019.5,126.892738,68.18427276611328,3.2947030067443848,22562694.0,0.7471846342086792,70060.4304512597,330907.5991379257,11.157113440769995,12.709594458704716
Japan,JPN,1998,4719694.5,127.11743399999999,67.3421859741211,3.3117268085479736,22353710.0,0.7353020906448364,70085.25832252803,331942.15003044746,11.157467755936525,12.71271598581963
Japan,JPN,1999,4719478.0,127.32606999999999,66.42337799072266,3.328838586807251,22069982.0,0.728718101978302,71051.4602352679,332262.26469666313,11.171159685534573,12.713679889954872
Japan,JPN,2000,4835114.0,127.52417399999999,65.9155044555664,3.346038818359375,22044038.0,0.7434718608856201,73353.21241847351,334428.72328861366,11.203041578365,12.720179051505754
Japan,JPN,2001,4785269.0,127.71382799999999,65.6163330078125,3.360867738723755,21981310.0,0.7440893054008484,72928.0162521464,334997.53784446977,11.197228154897328,12.721878461062193
Japan,JPN,2002,4781225.0,127.89307799999999,64.80487060546875,3.375762701034546,21793576.0,0.7435768246650696,73778.79093545358,336295.3400937874,11.20882658358692,12.725745041235653
Japan,JPN,2003,4860082.5,128.058372,64.80374145507812,3.390723466873169,22347352.0,0.7353014349937439,74996.9429368365,344846.6322811185,11.225202630845521,12.75085505306177
Japan,JPN,2004,4987367.0,128.204195,65.1968002319336,3.4057505130767822,23027874.0,0.7295172810554504,76497.11308312294,353205.58552075806,11.245008281627033,12.774805561632082
Japan,JPN,2005,5110410.0,128.32611599999998,65.77252960205078,3.420844316482544,23883890.0,0.7363932728767395,77698.2431863265,363128.6518020025,11.260587925885536,12.802512463135344
Japan,JPN,2006,5169780.0,128.422734,66.28520202636719,3.436004638671875,24946208.0,0.7222424745559692,77992.97342329205,376346.5635976609,11.264374017297124,12.838265709552546
Japan,JPN,2007,5270966.5,128.494057,66.8418960571289,3.451232671737671,25865040.0,0.7206791639328003,78857.22594546051,386958.5024621905,11.275394229859566,12.866072737482632
Japan,JPN,2008,5180551.0,128.538646,66.79753875732422,3.4665279388427734,26688098.0,0.7081769704818726,77556.01623019326,399537.1460759653,11.258755744321508,12.898062021282646
Japan,JPN,2009,4892599.5,128.55518899999998,66.09548950195312,3.481890916824341,26552734.0,0.6881282329559326,74023.1979045321,401732.9200537257,11.21213380825647,12.903542768828503
Japan,JPN,2010,5114662.0,128.542353,66.01461791992188,3.4973220825195312,26394024.0,0.6933405995368958,77477.71874108656,399820.90075893357,11.257745673890346,12.89877197771834
Japan,JPN,2011,5032318.5,128.498965,66.0097427368164,3.5079329013824463,26201022.0,0.6839182376861572,76235.9962538267,396926.5886168435,11.241589021915368,12.89150662724757
Japan,JPN,2012,5038807.5,128.42357099999998,65.83451843261719,3.51857590675354,25568170.0,0.6878966689109802,76537.47031137336,388370.27457213774,11.245535707889657,12.869714479443054
Japan,JPN,2013,5089779.0,128.31419499999998,66.26765441894531,3.5292513370513916,24848968.0,0.7033358216285706,76806.38532672856,374978.83723036846,11.249043057954747,12.834624869307737
Japan,JPN,2014,5020598.0,128.16863899999998,66.69282531738281,3.539958953857422,24350860.0,0.6908746957778931,75279.43187453227,365119.6344451941,11.228962227399384,12.80798034446449
Japan,JPN,2015,5154499.5,127.98513299999999,66.9830322265625,3.550699234008789,24336802.0,0.699093222618103,76952.31655929655,363327.8636548362,11.250941243548086,12.8030609112629
Japan,JPN,2016,5042444.5,127.76326499999999,67.6209945678711,3.561472177505493,24444186.0,0.6785488724708557,74569.21525960263,361488.1170590504,11.219483036942206,12.79798444883474
Japan,JPN,2017,5048890.0,127.502725,68.25326538085938,3.572277784347534,23601760.0,0.6765821576118469,73972.87106817144,345796.7888906128,11.211453697782591,12.753606566157595
Japan,JPN,2018,5005677.0,127.202192,69.36460876464844,3.583116054534912,23701634.0,0.6564049124717712,72164.71179105295,341696.3552756244,11.186706449043989,12.741677771601148
Japan,JPN,2019,5036891.0,126.86030099999999,69.97669219970703,3.593987226486206,23884014.0,0.6563727855682373,71979.55264340271,341313.8467854014,11.184137366601243,12.74055770478792
Republic of Korea,KOR,1990,593101.8125,42.918419,18.206083297729492,2.8466084003448486,1703954.625,0.597137451171875,32577.122866067883,93592.59743761047,10.391365568436601,11.44670657213311
Republic of Korea,KOR,1991,674589.0625,43.373151,18.78565788269043,2.8794102668762207,2051665.25,0.6142315864562988,35909.7917524402,109214.44768194438,10.488765288050994,11.601068638321147
Republic of Korea,KOR,1992,729249.875,43.848217999999996,19.158023834228516,2.912590265274048,2441262.75,0.5899616479873657,38064.98422332538,127427.6914531414,10.547050089273535,11.755304356846207
Republic of Korea,KOR,1993,800354.3125,44.335028,19.40176010131836,2.946152448654175,2893916.75,0.5907890200614929,41251.634301241334,149157.4339074194,10.62744601040203,11.912757630520607
Republic of Korea,KOR,1994,903958.75,44.820073,20.037492752075195,2.9801013469696045,3413991.75,0.5954443216323853,45113.366287125966,170380.18639564712,10.716933851584649,12.045787609595806
Republic of Korea,KOR,1995,1015576.5,45.292522,20.617839813232422,3.0144412517547607,3966521.25,0.6054686903953552,49257.17287551183,192382.969599672,10.80481027813782,12.167243297701786
Republic of Korea,KOR,1996,1136406.375,45.751022,21.072547912597656,3.0491771697998047,4478995.0,0.617364764213562,53928.28526068411,212551.18358622183,10.895410392177423,12.26693810227871
Republic of Korea,KOR,1997,1116091.125,46.196054,21.443801879882812,3.08431339263916,4308283.0,0.6107785701751709,52047.2596814581,200910.40871076842,10.859907424846567,12.210614359867924
Republic of Korea,KOR,1998,982705.8125,46.620691,20.19291114807129,3.119854211807251,3722071.5,0.5967004299163818,48665.88107549131,184325.65134896417,10.79273346960765,12.124459316550043
Republic of Korea,KOR,1999,1092839.625,47.016957,20.578386306762695,3.1558046340942383,3534997.25,0.6611734628677368,53106.18669068619,171782.04341699477,10.88004871062566,12.053981762796063
Republic of Korea,KOR,2000,1176636.375,47.379241,21.441123962402344,3.192169427871704,3730456.0,0.671153724193573,54877.55105857638,173986.02827638452,10.912859637835892,12.06673027771051
Republic of Korea,KOR,2001,1212755.0,47.706224,21.845386505126953,3.218729019165039,3904355.0,0.6652256846427917,55515.383063393056,178726.75308737048,10.924415433642764,12.093613399440606
Republic of Korea,KOR,2002,1308658.75,47.999547,22.457611083984375,3.245509624481201,4093876.0,0.6882112622261047,58272.39349305807,182293.47657193796,10.972883735199794,12.11337317599982
Republic of Korea,KOR,2003,1361777.5,48.260897,22.43303871154785,3.272512912750244,4533371.5,0.6805465817451477,60704.103332153485,202084.59309912202,11.013766574963022,12.216441666438852
Republic of Korea,KOR,2004,1449575.5,48.493441,22.875492095947266,3.29974102973938,5070356.5,0.6768274903297424,63368.05756658734,221650.16073679522,11.056715189592563,12.308855565355861
Republic of Korea,KOR,2005,1562740.5,48.701073,23.075504302978516,3.327195644378662,5724578.0,0.6855692267417908,67722.91861887007,248080.29869410433,11.123179933647812,12.421507757796922
Republic of Korea,KOR,2006,1618417.375,48.880451,23.399885177612305,3.3548786640167236,6221793.0,0.6796789765357971,69163.47506475847,265889.89444925403,11.144228185278084,12.490837571428997
Republic of Korea,KOR,2007,1716586.625,49.03481,23.730854034423828,3.3827919960021973,6731400.0,0.6920544505119324,72335.644663691,283656.03657733824,11.189072297219885,12.555517644309814
Republic of Korea,KOR,2008,1721251.75,49.182455999999995,23.836549758911133,3.410937547683716,7237983.0,0.6779746413230896,72210.60797007846,303650.61526130175,11.187342238881858,12.623633027542347
Republic of Korea,KOR,2009,1659645.375,49.347460999999996,23.706533432006836,3.439317226409912,7205280.0,0.6701754927635193,70007.93176952931,303936.46631910995,11.156363825605567,12.624573966175062
Republic of Korea,KOR,2010,1780067.625,49.545635999999995,24.02872085571289,3.467933177947998,7213039.0,0.6855635643005371,74080.83167176934,300184.0607043833,11.212912095927795,12.612151101183548
Republic of Korea,KOR,2011,1784289.875,49.786159,24.452390670776367,3.4984607696533203,7190924.5,0.6713544726371765,72969.95614962291,294078.587113122,11.197803075822428,12.591602313707565
Republic of Korea,KOR,2012,1790975.75,50.060638999999995,24.885498046875,3.5295772552490234,7693654.0,0.6531071066856384,71968.65204893507,309162.14678557066,11.18398591497999,12.641621165127255
Republic of Korea,KOR,2013,1751297.0,50.345717,25.257593154907227,3.5612964630126953,8144687.5,0.6146865487098694,69337.44594186502,322464.90986088244,11.1467403847254,12.68374960266517
Republic of Korea,KOR,2014,1834123.375,50.607907,25.826217651367188,3.5936331748962402,8675896.0,0.6128988862037659,71017.8857686079,335933.6669859094,11.170687036532808,12.724668999770717
Republic of Korea,KOR,2015,1943938.625,50.823093,26.079252243041992,3.6266024112701416,9110202.0,0.6317250728607178,74539.66114073104,349327.5771520874,11.21908662701716,12.763765377441187
Republic of Korea,KOR,2016,1999304.0,50.983456999999994,26.288166046142578,3.66021990776062,9397864.0,0.6348843574523926,76053.38449592493,357494.09005954623,11.239190800259642,12.786874109677587
Republic of Korea,KOR,2017,2088576.875,51.096415,26.55354881286621,3.6945011615753174,9973875.0,0.6340727210044861,78655.28218917408,375613.6353106699,11.272830066932759,12.836316328401379
Republic of Korea,KOR,2018,2118144.75,51.171706,26.58141326904297,3.7294631004333496,10309477.0,0.6219330430030823,79685.18184346566,387845.3299549178,11.28583892331994,12.868361904992891
Republic of Korea,KOR,2019,2162705.25,51.225308,26.798534393310547,3.765122890472412,10635833.0,0.6140710711479187,80702.37044529774,396881.14446493454,11.298523227374325,12.891392130625617
China,CHN,1990,2856361.25,1176.883674,660.4765014648438,1.9560774564743042,4763758.0,0.36676138639450073,4324.697765423893,7212.607851202361,8.372097536097355,8.8835858640775
China,CHN,1991,3006093.75,1192.897284,675.5034790039062,1.991196870803833,5051366.0,0.36950862407684326,4450.152876240948,7477.927437840463,8.400693728781642,8.919710952072016
China,CHN,1992,3285450.5,1206.7112439999999,682.740966796875,2.026946783065796,5506873.5,0.37416917085647583,4812.147885916252,8065.83135890595,8.47889880935638,8.99539206756609
China,CHN,1993,3587539.75,1218.817055,688.5791625976562,2.0633385181427,6179305.0,0.39365869760513306,5210.061449530438,8973.993602549124,8.55834692921345,9.102086073648348
China,CHN,1994,3854175.0,1230.020031,693.9137573242188,2.100383758544922,6911710.0,0.39292359352111816,5554.256504240491,9960.474089247127,8.622319850495034,9.206379948767832
China,CHN,1995,4257891.0,1240.920535,699.202392578125,2.138093948364258,7704396.0,0.40296414494514465,6089.640203175144,11018.835292585407,8.714344279020255,9.307361386793286
China,CHN,1996,4580774.5,1251.636186,705.6328125,2.1720845699310303,8578956.0,0.3909872770309448,6491.725468052834,12157.818978974989,8.778283640009713,9.405727779151517
China,CHN,1997,4742227.5,1261.9960119999998,713.3764038085938,2.206615447998047,9510872.0,0.37909939885139465,6647.581101199961,13332.19314407246,8.802008323298482,9.497936926576852
China,CHN,1998,4759017.5,1271.98235,721.1416015625,2.2416954040527344,10650426.0,0.3454538583755493,6599.2829836589935,14768.841482621006,8.794716283273344,9.600274935253468
China,CHN,1999,5037556.5,1281.5148319999998,728.7011108398438,2.2773330211639404,11811647.0,0.33565372228622437,6913.062742822098,16209.17935254253,8.841168051966871,9.693332987448338
China,CHN,2000,5420106.5,1290.550765,735.72314453125,2.313537359237671,13034514.0,0.34589576721191406,7367.046341125102,17716.60181807201,8.904772137028864,9.7822574347795
China,CHN,2001,5898086.0,1299.129752,742.6759643554688,2.329683542251587,14505863.0,0.35735371708869934,7941.668080127856,19531.886981947653,8.9798786178347,9.879803638862724
China,CHN,2002,6458509.0,1307.352257,748.6954345703125,2.345942497253418,16249036.0,0.3629510700702667,8626.35018431311,21703.132207992647,9.062576772756733,9.985211870494485
China,CHN,2003,7056661.5,1315.303521,753.5504150390625,2.3623151779174805,18387840.0,0.36780601739883423,9364.55127509179,24401.60556350674,9.144686698630576,10.102404210899515
China,CHN,2004,7876309.5,1323.084641,758.6143188476562,2.3788018226623535,20845850.0,0.38450273871421814,10382.495168248608,27478.85121871293,9.247876510130238,10.221171941194374
China,CHN,2005,8767904.0,1330.77638,763.2120361328125,2.3954036235809326,23684224.0,0.39891985058784485,11488.162640131934,31032.29886154275,9.349072448580891,10.342783839826932
China,CHN,2006,9562662.0,1338.408647,767.2093505859375,2.404458522796631,27126450.0,0.4097009301185608,12464.21461455957,35357.29847307366,9.430616986717068,10.473260113184532
China,CHN,2007,10522240.0,1345.993888,771.0383911132812,2.4135477542877197,31353628.0,0.4236558675765991,13646.843167961099,40664.159348446134,9.521263504119695,10.613102377780436
China,CHN,2008,11210087.0,1353.5694839999999,774.4563598632812,2.422671318054199,36438724.0,0.42011120915412903,14474.78202900803,47050.71310465152,9.580163243882776,10.758981301214323
China,CHN,2009,12166251.0,1361.1694189999998,777.6272583007812,2.4318294525146484,42933700.0,0.4133411943912506,15645.350481392426,55211.15616987994,9.657929057986442,10.91892031637163
China,CHN,2010,13847619.0,1368.8106149999999,781.0355224609375,2.4410219192504883,49973752.0,0.4220733940601349,17729.819709567142,63983.96815875859,9.783003230351417,11.066387833442668
China,CHN,2011,14969009.0,1376.497639,784.7133178710938,2.4754698276519775,56498932.0,0.42415735125541687,19075.767747399168,71999.4559965926,9.856174104223383,11.184413842366768
China,CHN,2012,15920895.0,1384.206401,788.2928466796875,2.510403633117676,61248864.0,0.4326445162296295,20196.675724078017,77698.1096022652,9.913273301731529,11.260586206616598
China,CHN,2013,16563043.0,1391.88333,791.6427612304688,2.545830488204956,66224916.0,0.4247879981994629,20922.37030533277,83655.05155010206,9.948574215074709,11.33445709371418
China,CHN,2014,17369238.0,1399.453965,794.6456298828125,2.57462215423584,70822720.0,0.4248502850532532,21857.841214783333,89124.90969143607,9.992315001811996,11.397794144436263
China,CHN,2015,17985756.0,1406.8478699999998,797.3352661132812,2.5990278720855713,73737440.0,0.42758530378341675,22557.331607410273,92479.842713396,10.023815418803013,11.434745983141307
China,CHN,2016,18591710.0,1414.049351,798.5303344726562,2.6236650943756104,78411272.0,0.4275972247123718,23282.409192730083,98194.48130518704,10.055453384151123,11.494705294241845
China,CHN,2017,19687162.0,1421.021791,799.1860961914062,2.648535966873169,83349168.0,0.43611690402030945,24634.01464792863,104292.56514497439,10.111883476123671,11.554955355082546
China,CHN,2018,19729128.0,1427.647786,799.306640625,2.67364239692688,91126264.0,0.41347578167915344,24682.802565700254,114006.63946535694,10.113862027719001,11.644011966604879
China,CHN,2019,20257660.0,1433.783686,798.8077392578125,2.6989870071411133,99462136.0,0.40345701575279236,25359.869470996586,124513.23530291802,10.140923261495194,11.732167296890601
India,IND,1990,1248876.875,873.277798,345.3869934082031,1.4869214296340942,2624342.5,0.31278350949287415,3615.8769694143857,7598.266727138633,8.193089696988103,8.93567543804568
India,IND,1991,1288912.625,891.273209,354.10601806640625,1.509102702140808,2782678.0,0.30945369601249695,3639.9060146961056,7858.318859404865,8.199713140159009,8.96932797697457
India,IND,1992,1359505.5,909.307016,363.08441162109375,1.531614899635315,2973217.25,0.30418723821640015,3744.323514000782,8188.776920290312,8.227996242518525,9.010519827513168
India,IND,1993,1431690.5,927.40386,372.4365539550781,1.5544629096984863,3174301.0,0.31055906414985657,3844.119178947953,8523.065113482045,8.254299773498218,9.050531310230538
India,IND,1994,1516147.75,945.601831,377.7109680175781,1.5776517391204834,3396753.5,0.3147927224636078,4014.0421602198235,8992.996729292541,8.297554032594553,9.104201412219636
India,IND,1995,1641349.75,963.9225879999999,381.69012451171875,1.6011863946914673,3664915.25,0.33110368251800537,4300.215396192696,9601.807892432069,8.36642039256492,9.169706681853881
India,IND,1996,1774658.0,982.365243,385.8723449707031,1.6403032541275024,3962103.25,0.33557984232902527,4599.080558972783,10267.91191864454,8.433611684014643,9.23677896371549
India,IND,1997,1855923.25,1000.9000299999999,390.4251403808594,1.680375576019287,4311111.5,0.3289378881454468,4753.59565265072,11042.095024399594,8.466656590169622,9.309470068530525
India,IND,1998,2014961.375,1019.483581,395.1845703125,1.7183970212936401,4738110.5,0.33201998472213745,5098.785545717611,11989.61410930909,8.536757662064709,9.39179606312574
India,IND,1999,2157765.5,1038.058156,400.2873229980469,1.7499445676803589,5277173.0,0.3324010968208313,5390.541683505996,13183.462719916686,8.592401156721003,9.486718498885347
India,IND,2000,2258594.0,1056.575549,409.24859619140625,1.7820713520050049,5799616.0,0.32761234045028687,5518.880262557215,14171.376649725904,8.615930267708086,9.558979480381113
India,IND,2001,2380421.25,1075.000085,419.76202392578125,1.7967816591262817,6503466.5,0.3257661461830139,5670.882820073513,15493.222657869326,8.643100084791113,9.64815795940721
India,IND,2002,2510063.5,1093.3171889999999,430.7332763671875,1.8116134405136108,7245018.5,0.32699501514434814,5827.419513927325,16820.196853850302,8.670329559390652,9.730335637016735
India,IND,2003,2737701.5,1111.523144,442.3812255859375,1.8265676498413086,8097120.0,0.3322168290615082,6188.5571576277725,18303.489234370874,8.730457246041128,9.814846989199433
India,IND,2004,2993553.75,1129.623456,454.54498291015625,1.8416452407836914,9147686.0,0.34326592087745667,6585.825083436671,20124.930081580285,8.792674903737074,9.909714628073539
India,IND,2005,3412601.75,1147.609927,457.6380615234375,1.8568472862243652,10322284.0,0.36963552236557007,7456.988473903906,22555.56272054385,8.91690692186792,10.023736998347234
India,IND,2006,3824682.5,1165.486291,457.9736633300781,1.8782007694244385,11712631.0,0.38915112614631653,8351.315383922882,25574.900781048374,9.030174336446922,10.1493667112834
India,IND,2007,4285933.0,1183.209472,459.0289001464844,1.8997995853424072,13433789.0,0.4064489006996155,9336.956776865862,29265.671498489606,9.141735651241751,10.284170486908502
India,IND,2008,4544137.0,1200.6697649999999,460.81292724609375,1.9216468334197998,15470290.0,0.3986629843711853,9861.131776742099,33571.73613260681,9.196356225668868,10.421439805425816
India,IND,2009,4860653.5,1217.726215,463.6325988769531,1.9437453746795654,17740868.0,0.39067113399505615,10483.847580549453,38264.92796876947,9.25759102604588,10.552289036811032
India,IND,2010,5621831.5,1234.28117,467.4125061035156,1.9660980701446533,20219374.0,0.41127240657806396,12027.559011771413,43258.09373085561,9.394955879965348,10.67493963313752
India,IND,2011,6118499.0,1250.287943,472.2144775390625,1.9878915548324585,22608038.0,0.4191390872001648,12957.03391367086,47876.63037741112,9.469394079026857,10.776382780783743
